filename,band_id,x_center,median_l,median_a,median_b,median_c,delta_chroma,std_l,label_id
1031.bmp,1,40,86.4,-18.92,69.11,71.65,50.89,3.42,4
1031.bmp,2,64,63.85,-25.25,15.58,29.67,24.94,1.63,5
1031.bmp,3,84,57.69,7.88,-21.45,22.85,43.83,0.78,7
1032.bmp,0,12,35.92,22.61,-0.48,22.61,38.53,1.83,2
1032.bmp,1,30,31.94,17.61,-0.92,17.63,35.36,1.54,2
1032.bmp,2,46,20.9,-3.28,-6.39,7.18,24.95,1.96,0
1032.bmp,3,60,19.68,-6.16,-7.8,9.93,24.04,5.89,0
1032.bmp,4,79,28.08,-5.86,-2.59,6.41,29.08,11.39,1
1033.bmp,0,13,30.89,7.69,17.05,18.71,8.28,6.4,1
1033.bmp,1,34,14.5,1.6,14.45,14.54,9.31,11.42,0
1033.bmp,2,54,31.45,32.91,27.03,42.59,30.34,2.59,2
1033.bmp,3,76,44.2,-1.52,25.16,25.2,4.52,3.04,10
1034.bmp,0,6,48.19,-3.95,18.59,19,2.79,4.91,10
1034.bmp,1,27,42.16,28.28,34.19,44.37,37.33,2.39,3
1034.bmp,2,49,78.11,-2.12,2.13,3.01,13.84,3.78,9
1034.bmp,3,69,48.34,18.26,24.52,30.57,24.1,6.42,3
1035.bmp,0,16,63.45,8.75,-11.91,14.78,45.78,6.1,7
1035.bmp,1,33,51.48,-25.3,18.62,31.41,28.06,8.36,5
1035.bmp,2,56,51.35,39.36,36.09,53.4,40.58,4.71,2
1035.bmp,3,73,75.78,-3.59,32.38,32.57,2.54,3.91,10
1036.bmp,0,6,30.22,-1.23,13.21,13.27,6.82,6.57,10
1036.bmp,1,32,27.04,30.35,21.75,37.34,28.46,4.03,2
1036.bmp,2,51,7.86,-0.18,3.86,3.86,15.51,6,0
1036.bmp,3,71,22.16,16.14,8.55,18.27,17.71,2.42,1
1037.bmp,0,17,49.98,25.9,31.39,40.7,34.87,3.02,3
1037.bmp,1,39,47.18,23.68,33.61,41.11,34.27,2.35,3
1037.bmp,2,57,66.03,-11.27,55.53,56.66,42.95,2.47,4
1037.bmp,3,76,48.88,-6.45,22.3,23.21,9.43,5.79,10
1038.bmp,0,13,63.57,-26.75,36.62,45.35,30.09,2.83,5
1038.bmp,1,33,49.08,-0.8,-16.45,16.47,48.44,3.62,7
1038.bmp,2,53,46.78,8.08,21.89,23.33,11.19,8.91,1
1038.bmp,3,82,79.66,-2.55,33.25,33.35,5.69,7.44,10
1039.bmp,0,15,64.9,-4.66,32.55,32.88,6.72,3.81,10
1039.bmp,1,43,64.88,-4.06,34.34,34.58,6.72,4.22,10
1039.bmp,2,61,50.53,14.08,-35.12,37.84,67.57,1.48,7
1039.bmp,3,82,83.34,-10.91,64.25,65.17,35.33,1.71,4
1040.bmp,0,18,62.18,-1.84,22.92,23,6.32,8.9,10
1040.bmp,1,49,43.67,7.13,20.15,21.37,9.57,2.78,1
1040.bmp,2,67,51.17,35.17,28.42,45.22,33.38,2.04,2
1041.bmp,0,19,42.4,-4.42,-1.23,4.59,19.35,2.56,8
1041.bmp,1,36,31.63,37.67,33.67,50.53,40.81,2.56,2
1041.bmp,2,52,32.11,34.78,30.86,46.5,37.07,3.72,2
1041.bmp,3,78,31.85,-8.06,25,26.27,11.1,3.21,10
1042.bmp,0,13,66.85,-2.88,30.2,30.34,3.13,3.23,10
1042.bmp,1,41,62.78,32.67,52.43,61.78,38.8,1.65,3
1042.bmp,2,59,19.44,-9.35,16.6,19.05,17.9,2.74,0
1042.bmp,3,76,50.05,30.92,36.38,47.74,31.59,8.85,2
1043.bmp,0,15,24.76,0.54,14.24,14.25,6.09,2.61,10
1043.bmp,1,41,32.45,22.39,31.9,38.97,30.73,1.35,3
1043.bmp,2,58,46.72,-2.7,4.77,5.48,12.75,3.62,8
1043.bmp,3,79,26.31,4.23,-30.71,31,48.89,1.77,6
1044.bmp,0,12,33.7,8.88,16.14,18.42,18.7,2.65,1
1044.bmp,1,29,64.42,-7.73,0.71,7.77,32.48,6.18,8
1044.bmp,2,49,42.82,7.53,24.88,25.99,10.93,4.39,1
1044.bmp,3,73,64.52,-3.15,26.14,26.33,6.78,4.55,10
1045.bmp,0,10,33.91,10.7,-28.7,30.63,54.88,5.3,7
1045.bmp,1,29,37.58,-19.73,27.2,33.6,20.41,5.09,5
1045.bmp,2,48,9.84,-2.77,8.01,8.47,17.55,6.17,0
1045.bmp,3,72,28.07,-4.77,20.06,20.62,7.44,3.53,10
1046.bmp,0,9,77.81,-3.19,2.66,4.15,11,2.52,9
1046.bmp,1,30,25.15,6.66,12.52,14.18,9.64,4.56,1
1046.bmp,2,50,29.36,33.66,21.69,40.04,37.44,2.28,2
1046.bmp,3,70,54.63,-2.58,21.14,21.3,7.5,5.92,10
1047.bmp,0,12,38.95,10.44,-26.59,28.57,47.72,2.57,7
1047.bmp,1,28,52.78,-25.95,11.42,28.36,26.92,1.97,5
1047.bmp,2,45,28.53,4.14,7.03,8.16,13.62,0.99,1
1047.bmp,3,75,42.87,-7.2,23.8,24.86,7.85,2.56,10
1048.bmp,0,13,54.94,-2.27,31.29,31.37,3.8,5.7,10
1048.bmp,1,38,60.18,24.44,44.78,51.02,26.17,2.12,3
1048.bmp,2,58,61.88,29.67,47.6,56.09,32.11,2.28,3
1048.bmp,3,76,63.06,33.14,47.45,57.88,35.15,1.68,3
1049.bmp,0,6,27.23,-1.02,22.56,22.59,3.29,5.44,1
1049.bmp,1,32,47.88,-4.06,1.86,4.47,21.52,2.3,8
1049.bmp,2,51,13.39,-2.19,5.19,5.63,18.3,0.59,0
1050.bmp,0,11,53.63,-6.7,27.03,27.85,8.66,1.73,10
1050.bmp,1,48,36.13,28.83,23,36.88,29.08,8.3,2
1050.bmp,2,62,39.18,0.38,-18.75,18.75,40.07,4.54,6
1050.bmp,3,76,44.13,0,18.89,18.89,2.43,1.82,1
1051.bmp,0,17,63.79,-6.75,15.83,17.21,11.29,11.39,10
1051.bmp,1,42,55.21,39.48,21.52,44.97,42.57,2.53,2
1051.bmp,2,62,55.43,39.67,33.91,52.19,48.51,10.11,2
1051.bmp,3,78,64.84,-1.53,-19.45,19.51,26,4.17,8
1052.bmp,0,12,57.56,24.17,-52.83,58.1,62.11,1.8,7
1052.bmp,1,29,70.64,-27.2,4.62,27.59,26.86,1.47,5
1052.bmp,2,51,45.52,3.16,4.34,5.37,3.5,6.3,1
1052.bmp,3,75,69.97,-5.91,17.67,18.63,14.54,7.46,10
1053.bmp,0,14,39.75,6.81,19.91,21.04,6,9.32,1
1053.bmp,1,31,71.74,-2.16,-9.41,9.65,27.39,3.24,8
1053.bmp,2,49,41.82,7.2,21.66,22.82,7.15,2.9,1
1053.bmp,3,75,64.61,-5.69,19.33,20.15,7.06,6.65,10
1054.bmp,0,7,57.34,43.82,23.45,49.7,41.75,1.34,2
1054.bmp,1,27,54.24,20.41,-47.11,51.34,70.95,2.01,7
1054.bmp,2,47,46.02,11.37,22.31,25.04,9.29,1.81,1
1054.bmp,3,72,75.79,-4.53,21.84,22.3,6.66,5.09,10
1055.bmp,0,13,63.97,-4.76,20.12,20.68,5.37,7.83,10
1055.bmp,1,37,23.52,-7.29,16.65,18.17,7.79,10.07,0
1055.bmp,2,57,37.77,10.41,28.18,30.04,14.07,10.31,1
1055.bmp,3,74,61.97,-24.57,8.09,25.87,26.92,2.96,5
1056.bmp,0,15,68.91,-2.4,-12.63,12.86,14.15,5.51,8
1056.bmp,1,34,55.7,29.27,12.05,31.66,31.28,5.28,2
1056.bmp,2,49,55.11,24.63,13.6,28.14,27.62,4.38,2
1056.bmp,3,77,67.21,-4.75,10.58,11.6,10.34,7.33,10
1057.bmp,0,15,65.86,19.11,-34.29,39.25,57.22,2.05,7
1057.bmp,1,32,47.82,-22.59,15.06,27.15,22.08,6.32,5
1057.bmp,2,56,44.23,36.08,23.26,42.93,37.21,2.68,2
1057.bmp,3,78,63.1,-4.26,18.44,18.92,3.45,10.22,10
1058.bmp,0,11,49.15,20.44,-52.39,56.24,30.37,5.74,2
1058.bmp,1,29,48.13,7.34,-43.09,43.72,14.48,8.67,2
1058.bmp,2,44,28.36,9.56,-42.52,43.58,16.36,18.74,0
1058.bmp,3,59,29.69,18.69,-50.36,53.71,27.86,18.82,0
1058.bmp,4,80,38.43,-3.52,-10.69,11.25,26.83,10.57,1
1059.bmp,0,11,58.82,-28.97,9.48,30.48,27.45,1.56,5
1059.bmp,1,33,40.33,19.86,14.45,24.56,23.91,2.32,1
1059.bmp,2,51,59.75,21.04,44.41,49.14,45.92,5.3,3
1059.bmp,3,79,48.43,-2.78,12.7,13,8.1,2.66,10
1060.bmp,0,18,43.81,13.75,16.87,21.76,20.8,4.59,1
1060.bmp,1,35,19.22,-6.72,6.82,9.57,6.53,5.66,0
1060.bmp,2,55,62.46,22.73,43.55,49.13,47.44,2.39,3
1060.bmp,3,77,72.32,-5.5,13.05,14.17,10.98,9.03,10
1061.bmp,0,12,78.43,19.32,51.72,55.21,38.47,1.03,3
1061.bmp,1,32,71.35,17.59,40.54,44.19,27.95,3.4,3
1061.bmp,2,52,71.46,15.76,42.8,45.61,28.92,2.76,3
1061.bmp,3,79,63.12,-3.34,19.96,20.24,5.7,6.12,10
1062.bmp,0,19,55.98,-2.7,15.08,15.32,3.85,3.26,10
1062.bmp,1,49,37.89,9.75,26.25,28,13.43,3.69,1
1062.bmp,2,67,48.1,34.31,22.52,41.04,33.91,2.03,2
1062.bmp,3,86,48.39,35.44,22.94,42.21,35.09,2.76,2
1063.bmp,0,15,54.32,-28.53,6.09,29.17,28.06,2.3,5
1063.bmp,1,32,43.04,14,13.08,19.16,18.87,1.84,1
1063.bmp,2,51,48.93,50.89,23.39,56.01,56.21,2.66,2
1063.bmp,3,76,82.64,-5.41,18.05,18.84,17.21,5.04,10
1064.bmp,0,16,51.09,18.47,23.45,29.85,28.43,3.22,3
1064.bmp,1,35,89.03,-1.39,-5.17,5.36,8.19,7.09,9
1064.bmp,2,57,53,18.12,24.19,30.23,28.73,2.98,3
1064.bmp,3,78,61.11,-5.22,14.61,15.51,12.24,10.13,10
1065.bmp,0,14,50.86,51.58,24,56.89,50.2,3.05,2
1065.bmp,1,32,23.77,-4.25,5.58,7.01,12.58,15.97,0
1065.bmp,2,53,96.91,-17.23,64.2,66.48,51.38,0.89,4
1065.bmp,3,77,80.55,-5.28,22.45,23.07,9.34,5.91,10
1066.bmp,0,14,64.65,-3.83,9.88,10.6,7.34,8.45,10
1066.bmp,1,38,49.98,33.82,13.03,36.24,31.58,2.51,2
1066.bmp,2,57,36.63,-2.48,-0.9,2.63,15.63,10.53,0
1066.bmp,3,79,44.08,5.07,3.12,5.95,11.23,5.23,1
1067.bmp,0,9,48.32,48.36,16.61,51.13,52.04,1.19,2
1067.bmp,1,30,88.82,-17.28,70.88,72.95,71.27,0.99,4
1067.bmp,2,48,50.24,51.98,21.95,56.43,57.21,1.26,2
1067.bmp,3,70,72.13,-5.19,13.89,14.83,13.06,7.51,10
1068.bmp,0,4,46.31,9.14,20.92,22.83,20.44,1.16,1
1068.bmp,1,24,49.15,42.97,14.06,45.21,45.75,1.56,2
1068.bmp,2,42,48.31,41.22,16.38,44.35,44.66,1.67,2
1068.bmp,3,66,66.35,-5.14,15.91,16.72,12.91,3.94,10
1069.bmp,0,15,67.59,-24.55,28.47,37.6,26.25,3.29,5
1069.bmp,1,33,52.92,-2.89,-26.66,26.82,47.93,5.59,6
1069.bmp,2,55,42.5,7.84,20.17,21.64,7.26,1.71,1
1069.bmp,3,82,67.65,-7.14,20.52,21.72,7.81,10.26,10
1070.bmp,0,20,63.78,-3.11,7.75,8.35,9.69,4.17,10
1070.bmp,1,39,59.19,18.79,23.16,29.83,30.83,1.44,3
1070.bmp,2,56,54.15,-18.52,6.81,19.73,20.37,3.46,5
1070.bmp,3,80,46.7,1.68,18.05,18.13,19.5,12.88,1
1071.bmp,0,13,49.71,-2.75,5.42,6.08,5.04,2.72,10
1071.bmp,1,38,53.31,21.03,25.66,33.17,34.08,3.09,3
1071.bmp,2,57,77.24,-0.75,-17.36,17.38,17.85,4.2,8
1071.bmp,3,77,53.2,8.34,-47.88,48.6,49.4,2.23,6
1072.bmp,0,14,54.64,-4.04,16.89,17.37,7.54,7.43,10
1072.bmp,1,35,46.87,28.79,5.91,29.39,27.32,3.12,2
1072.bmp,2,55,28.41,-3.8,0.32,3.81,14.07,11.88,0
1072.bmp,3,77,42.18,7.05,2.56,7.5,11.39,3.11,1
1073.bmp,0,21,57.25,-6.45,17.36,18.52,7.58,2.93,10
1073.bmp,1,41,24.39,-4.53,0.88,4.62,9.73,6.82,0
1073.bmp,2,60,67.07,-1.15,-15.22,15.26,25.82,3.68,8
1073.bmp,3,86,37.85,2.87,-0.3,2.88,12.41,8.48,1
1074.bmp,0,21,52.95,-3.34,11.12,11.62,10.36,6.51,10
1074.bmp,1,39,41.55,31.06,9.66,32.53,32.34,3.81,2
1074.bmp,2,61,43.81,4.86,12.08,13.02,11.93,12.4,1
1074.bmp,3,82,77.94,0.33,-11.23,11.24,12.51,7.88,9
1075.bmp,0,9,48.11,13.22,-32.52,35.1,48.2,3.74,7
1075.bmp,1,28,53.14,-13.66,18.61,23.08,14.42,4.45,5
1075.bmp,2,46,16.33,-6.3,7.88,10.08,8.63,13.32,0
1075.bmp,3,73,66.86,-5.47,13.58,14.64,5.43,7.52,10
1076.bmp,0,9,93.72,-16.73,62.68,64.87,52.4,1.55,4
1076.bmp,1,30,56.18,23.7,-56.67,61.43,73.61,2.02,7
1076.bmp,2,48,52.45,-2.94,14.01,14.31,3.7,3.2,10
1076.bmp,3,78,53.05,-0.94,14.45,14.48,2.01,5.33,10
1077.bmp,0,18,79.97,-2.7,22.28,22.44,4.67,10.65,10
1077.bmp,1,45,87.28,5.91,39.97,40.4,22.74,3.02,3
1077.bmp,2,62,32.75,-10.14,17.11,19.89,9.68,3.46,0
1077.bmp,3,79,63.17,32.06,20.58,38.1,32.67,2.81,2
1078.bmp,0,11,61.19,14.28,-39.94,42.41,42.41,10.86,7
1078.bmp,1,27,76.96,-26.33,-0.39,26.33,26.33,2.16,5
1078.bmp,3,80,81.63,-4.81,6.59,8.16,8.16,7.49,10
1079.bmp,0,11,49.07,-0.38,7.33,7.34,1.2,2.26,1
1079.bmp,1,26,46.2,10.09,-45.38,46.49,52.62,2.7,6
1079.bmp,2,41,38.82,29.17,22.7,36.96,33.25,4.86,2
1079.bmp,3,74,64.93,-5.77,11.56,12.92,7.99,4.84,10
1080.bmp,0,6,62.97,18.02,-44.34,47.86,54.69,0.47,7
1080.bmp,1,27,64.78,-23.77,4.2,24.13,23.03,1.35,5
1080.bmp,2,51,89.4,-19.42,71.34,73.94,66.98,2.71,4
1081.bmp,0,30,47.1,36.76,5.41,37.15,34.01,1.97,2
1081.bmp,1,49,16.64,-5.46,7.22,9.05,8.28,10.2,0
1081.bmp,2,71,38.96,9.86,12.04,15.56,8.35,6.36,1
1082.bmp,0,13,72.85,16.22,42.48,45.47,32.6,2.37,3
1082.bmp,1,33,68.62,13.39,37.78,40.08,27.12,3.87,3
1082.bmp,2,52,82,-9.19,36.91,38.03,25.41,4.43,4
1082.bmp,3,75,55.52,-1.06,7.67,7.75,6.33,3.89,10
1083.bmp,0,19,22.52,5.88,17.33,18.3,8.64,8.28,1
1083.bmp,1,35,31.36,-16.44,7.7,18.15,15.72,7.83,5
1083.bmp,2,53,40.53,9.65,21.84,23.88,14.26,2.06,3
1083.bmp,3,71,36.2,1.26,13.36,13.42,2.99,3.3,10
1084.bmp,0,15,15.94,12.48,14.59,19.21,15.03,1.27,1
1084.bmp,1,37,17.97,-12.28,2.19,12.47,29.29,1.82,5
1084.bmp,2,52,48.19,17.38,40.88,44.41,19.68,1.38,3
1084.bmp,3,78,38.13,-0.03,25.47,25.47,3.91,2.52,10
1085.bmp,0,42,49.91,20.69,43.31,48,21.45,1.21,3
1085.bmp,1,57,7.97,-2.79,1.8,3.32,28.02,5.3,0
1085.bmp,2,72,32.02,33.21,28.63,43.85,28.26,4.46,2
1086.bmp,0,17,37.55,26.09,34.86,43.54,32.58,2.89,3
1086.bmp,1,34,25.78,6.27,-32.38,32.98,48.49,2.05,6
1086.bmp,2,50,35.99,28.56,34.09,44.47,34.19,0.39,3
1086.bmp,3,70,36.55,-0.06,13.5,13.5,2.17,3.43,10
1087.bmp,0,11,45.08,14.48,-37.45,40.15,72.81,2.4,7
1087.bmp,1,30,52.26,-30.01,37.88,48.33,33.25,3.89,5
1087.bmp,2,50,6.43,-4.85,7.9,9.27,27.72,1.98,0
1087.bmp,3,73,61.76,-6.88,34.54,35.22,9.95,7.85,10
1088.bmp,0,17,41.13,-4.5,25.78,26.17,8.46,5.05,10
1088.bmp,1,36,38.19,38.3,28.67,47.84,43.87,2.33,2
1088.bmp,2,54,68.77,-12.28,64.97,66.12,48.34,5.08,4
1088.bmp,3,74,39.43,41.2,30.42,51.22,47.14,2.11,2
1089.bmp,0,15,42.74,-7.11,26.09,27.04,8.62,8.41,10
1089.bmp,1,38,36.47,38.98,31.3,49.99,45.36,8.97,2
1089.bmp,2,56,28.63,16.11,24.09,28.98,21.38,2.35,1
1089.bmp,3,73,40.75,-30.66,18.48,35.8,26.3,3.24,5
1090.bmp,0,15,50.87,-4.36,23.47,23.87,6.7,8.61,10
1090.bmp,1,35,65.19,22.27,45.86,50.98,38.21,3.1,3
1090.bmp,2,54,20.09,-7.03,16.02,17.49,4.4,4.99,0
1090.bmp,3,75,44.04,10.77,33.27,34.96,21.16,5.5,1
1091.bmp,0,11,44.75,11.91,34.84,36.82,9.97,4.27,1
1091.bmp,1,33,22.93,1.44,22.17,22.22,6.65,15.7,0
1091.bmp,2,53,57.46,32.58,31.33,45.2,28.11,4.44,2
1091.bmp,3,72,79.55,0.61,26.94,26.94,4.2,10.34,10
1092.bmp,0,13,79.24,-6.05,42.97,43.39,9.65,8.39,10
1092.bmp,1,35,43.08,11.91,40.11,41.84,10.56,2.71,1
1092.bmp,2,58,50.81,7.05,-20.27,21.46,57.78,2.29,7
1092.bmp,3,78,52.74,44.72,35.36,57.01,43.03,2.02,2
1093.bmp,0,14,62.67,-3.89,27.36,27.63,6.49,7.08,10
1093.bmp,1,39,46.66,41.27,32.2,52.34,47.54,8.26,2
1093.bmp,2,56,46.69,42.64,28.75,51.43,48.2,2.11,2
1093.bmp,3,76,43.29,7.86,28,29.08,14.6,10.45,1
1094.bmp,0,26,68.55,14.41,37.97,40.61,29.16,2.53,3
1094.bmp,1,49,99.98,-0.17,0.47,0.5,13.5,0.18,9
1094.bmp,2,67,68.02,21.47,43.73,48.72,37.98,3.41,3
1095.bmp,0,12,73.76,-2.16,-8.17,8.45,10.41,4.65,8
1095.bmp,1,31,69.37,42.16,12.27,43.9,44.1,13.97,2
1095.bmp,2,48,63.65,37.75,33.34,50.37,49.57,6.3,2
1095.bmp,3,74,94.49,-5.36,16.19,17.05,14.78,2.72,10
1096.bmp,0,12,50.35,32.19,3.41,32.37,53.08,3.91,2
1096.bmp,1,31,47.39,24.58,14.03,28.3,55.11,4.31,2
1096.bmp,2,48,22.33,-10.83,4.11,11.58,33.15,19.13,0
1096.bmp,3,61,20.53,-20.64,17.06,26.78,47.34,11.32,0
1096.bmp,4,79,36.99,-7.25,8.95,11.52,38.06,9.99,1
1097.bmp,0,15,46.07,-3.75,26.77,27.03,3.35,3.63,10
1097.bmp,1,40,57.85,23.36,55.52,60.23,42.25,4,3
1097.bmp,2,58,35.99,17.75,25.92,31.42,22.02,1.97,1
1097.bmp,3,77,47.38,-26.39,16.03,30.88,23.46,2.4,5
1098.bmp,0,12,47.7,-3.78,33.8,34.01,5.75,5.13,10
1098.bmp,1,43,41.88,6.08,35.88,36.39,5.78,6.02,1
1098.bmp,2,61,49.77,31.22,32.16,44.82,29.51,1.6,2
1098.bmp,3,79,52.8,41.22,37.77,55.9,39.92,1.75,2
1099.bmp,0,9,61.68,-26.27,38.62,46.71,30.51,1.8,5
1099.bmp,1,29,48.34,1.46,-29.61,29.65,60.59,3.64,6
1099.bmp,2,52,38.75,11.84,35.6,37.52,9.75,4.76,1
1099.bmp,3,80,78.48,-0.27,36.17,36.17,6.31,8.53,10
1100.bmp,0,12,61.82,-3.97,39.61,39.81,10.3,8.43,10
1100.bmp,1,41,71.6,27.98,63.84,69.71,40.52,1.44,3
1100.bmp,2,58,14.78,-5.88,14.75,15.88,19.36,6.19,0
1100.bmp,3,76,51.08,43.42,52.59,68.2,45.42,4.38,2
1101.bmp,0,7,40.2,-5.67,25.16,25.79,9.29,5.09,10
1101.bmp,1,32,42.67,38.5,27.95,47.58,35.39,2.5,2
1101.bmp,2,51,15.84,-12.08,16,20.05,17.13,8.06,0
1101.bmp,3,72,33.51,17.75,26.5,31.9,14.69,4.46,1
1102.bmp,0,12,99.94,-0.42,0.47,0.63,12.42,0.51,9
1102.bmp,1,30,37.01,11.23,26.3,28.6,17.37,5.31,1
1102.bmp,2,49,45.59,31.77,25.17,40.53,33.87,6.18,2
1102.bmp,3,67,57.18,-0.81,23.25,23.26,10.42,9.11,10
1103.bmp,0,13,63.78,18.28,-24.43,30.51,59.4,1.31,7
1103.bmp,1,30,45.53,-26.68,22.91,35.17,29.37,4.54,5
1103.bmp,2,53,48.78,46.67,35.77,58.8,45.68,2.28,2
1103.bmp,3,75,66.31,-2.74,34.95,35.06,4.6,9.55,10
1104.bmp,0,11,48.18,15.07,-35.31,38.39,59.01,2.66,7
1104.bmp,1,26,64.08,-27.27,12.81,30.13,27.82,4.54,5
1104.bmp,2,44,39.07,3.7,15.13,15.58,7.83,4.61,1
1104.bmp,3,79,45.3,-7.48,36.22,36.98,16.13,10.1,10
1105.bmp,0,38,83.86,-16.55,74.68,76.49,55.82,4.57,4
1105.bmp,1,63,60.47,-23.5,15.3,28.04,24.25,3.29,5
1105.bmp,2,84,54.11,10.1,-22.57,24.73,45.09,2.19,7
1106.bmp,0,11,58.98,-19.36,25.63,32.12,20.78,6,5
1106.bmp,1,31,33.76,14.17,38.83,41.33,15.3,4.14,1
1106.bmp,2,49,13.37,-9.19,19.45,21.51,16.02,6.58,0
1106.bmp,3,72,55.38,-4.61,33.83,34.14,5.12,7.97,10
1107.bmp,0,10,47.09,7.33,27,27.98,5.63,10.51,1
1107.bmp,2,50,55.16,40.36,35.06,53.46,37.42,4.41,2
1107.bmp,3,72,80.84,-0.5,26.23,26.24,5.87,3.64,10
1108.bmp,0,8,31.65,17.59,31.66,36.22,14.2,3.63,1
1108.bmp,1,26,66.78,-4.12,-1.33,4.33,34.46,1.36,8
1108.bmp,2,46,33.38,15.05,36.94,39.88,12.53,3.03,1
1108.bmp,3,71,55.12,-0.45,38.25,38.25,7.09,5.55,10
1109.bmp,0,12,59.86,-8.08,28.97,30.07,9.81,5.74,10
1109.bmp,1,36,41.74,1.3,20.83,20.87,3.34,4.87,1
1109.bmp,2,57,67.6,-20.58,15.05,25.49,19.57,5.06,5
1109.bmp,3,74,52.61,11.64,-31.97,34.02,54.94,2.97,7
1110.bmp,0,14,60.19,-3.91,-6.95,7.98,28.52,1.35,8
1110.bmp,1,30,51.85,47.42,47.25,66.94,54.32,6.5,2
1110.bmp,2,46,50.63,45.94,48.16,66.55,53.47,4.25,2
1110.bmp,3,74,53.39,-10.56,33.66,35.27,16.02,5.06,10
1111.bmp,0,12,49.4,-4.97,33.19,33.56,7.03,4.87,10
1111.bmp,1,36,80.33,-12.17,66.94,68.04,39.21,5.77,4
1111.bmp,2,55,18.01,-7.8,19.69,21.18,13.89,3.59,0
1111.bmp,3,77,42.55,47.12,41.36,62.7,47.12,2.61,2
1112.bmp,0,14,52.46,-3.86,24.62,24.93,10.45,8.74,10
1112.bmp,1,36,58.48,31.72,57.5,65.67,56.41,1.44,3
1112.bmp,2,55,80.99,-2.62,-5.94,6.49,20.21,1.23,8
1112.bmp,3,74,52.35,12.38,-54.92,56.3,71.12,1.22,6
1113.bmp,0,16,72.71,-4.56,33.77,34.07,8.1,5.83,10
1113.bmp,1,43,72.45,-3.42,35.5,35.66,7.49,8.69,10
1113.bmp,2,61,50.35,19.64,-42.98,47.26,77.2,2.23,7
1113.bmp,3,81,88.81,-12.09,68.64,69.7,39.34,2.01,4
1114.bmp,0,4,25.84,2.92,14.49,14.78,7.53,3.47,1
1114.bmp,1,25,38.44,-17.41,14.91,22.92,13.01,4.17,5
1114.bmp,2,44,40,20.52,26.84,33.79,28.47,1.72,3
1114.bmp,3,64,67.91,-6.98,22.25,23.32,9.32,9.59,10
1115.bmp,0,8,77.42,20.34,64.78,67.9,37.53,1.12,3
1115.bmp,1,29,76.44,22.06,58.33,62.36,33.02,1.05,3
1115.bmp,2,48,94.54,-12.36,66.27,67.41,37.41,1.56,4
1116.bmp,0,13,46.59,-4.2,35.28,35.53,4.73,6.74,10
1116.bmp,1,40,60.91,12.02,49.17,50.62,20.4,7.67,3
1116.bmp,2,59,58.44,16.74,47.87,50.71,22.64,7.58,3
1116.bmp,3,78,63.52,23.33,53.13,58.03,31.06,5.95,3
1117.bmp,0,5,41.79,1.58,29.16,29.2,4.51,3.69,1
1117.bmp,1,28,75.92,-5.8,-0.48,5.82,28.08,2.86,8
1117.bmp,2,54,35.64,-9.92,27.94,29.65,7.36,9.69,0
1117.bmp,3,71,69.45,-5.22,33.3,33.7,6.45,3.65,10
1118.bmp,0,13,70.48,-7.53,31.73,32.62,11.49,4.66,10
1118.bmp,1,49,42.42,27.06,26.31,37.75,27.63,5.7,2
1118.bmp,2,64,42.11,-1.28,-22.77,22.8,45.54,6.83,6
1118.bmp,3,77,48.99,-0.75,20.39,20.4,2.41,3.47,1
1119.bmp,0,12,52.21,-4.12,-1.5,4.39,18.49,5.58,8
1119.bmp,1,30,42.76,36.48,27.58,45.73,37.71,3.49,2
1119.bmp,2,48,49.66,26.2,16.83,31.14,25.74,4.73,2
1119.bmp,3,77,45.8,-5.84,16.25,17.27,6.31,5.56,10
1120.bmp,0,10,31.62,9.56,30.5,31.96,6.55,3.14,1
1120.bmp,1,32,17.47,0.64,10.53,10.55,17.72,13.97,0
1120.bmp,2,52,44.88,37.31,26.45,45.74,33.85,8.69,2
1120.bmp,3,73,60.68,0.95,28.02,28.03,2.55,5.82,10
1121.bmp,0,16,44.7,-2.31,24.92,25.03,4.05,3.34,10
1121.bmp,1,42,52.12,18.27,43.75,47.41,31.43,2.79,3
1121.bmp,2,61,31.91,16.31,26.59,31.2,20.53,7.11,1
1121.bmp,3,80,44.78,-28.56,16.7,33.09,25.48,2.52,5
1122.bmp,0,18,84.77,-3.44,25.69,25.92,4.48,6.61,10
1122.bmp,1,41,48.82,33.83,26.78,43.15,37.66,7.91,2
1122.bmp,2,59,54.2,33.92,28.14,44.07,37.98,9.96,2
1122.bmp,3,76,53,9.7,22.41,24.42,13.18,4.74,1
1123.bmp,0,19,75.45,-4.36,26.16,26.52,6.09,9.14,10
1123.bmp,1,38,47.11,34.02,24.8,42.09,37.03,6.49,2
1123.bmp,2,57,83.99,-10.03,52.08,53.04,32.62,3.76,4
1123.bmp,3,75,52.68,38.48,21.31,43.99,41.23,4.17,2
1124.bmp,0,16,45.77,-4.84,25.16,25.63,6.43,8.21,10
1124.bmp,1,38,34.17,39.77,31.33,50.62,45.53,2.86,2
1124.bmp,2,58,30.2,12.49,25.78,28.65,17.92,9.27,1
1124.bmp,3,74,41.64,-30.05,16.2,34.14,26.18,2.45,5
1125.bmp,0,13,41.71,-6.89,21.62,22.7,5.9,3.56,10
1125.bmp,1,36,26.88,2.59,22.48,22.63,3.62,3.63,1
1125.bmp,2,56,50.05,-21.62,16.03,26.92,21.5,4.4,5
1125.bmp,3,74,38.4,8.62,-21.78,23.43,44.98,4.09,7
